INDEX_COLUMN_x,IDX,name_x,address_x,postcode_x,company_x,job_x,phone_number_x,email_x,user_name_x,ip_address_x,credit_card_number_x,date_x,total_int_x,total_float_x,total_int1_x,total_int2_x,total_int3_x,INDEX_COLUMN_y,name_y,address_y,postcode_y,company_y,job_y,phone_number_y,email_y,user_name_y,ip_address_y,credit_card_number_y,date_y,total_int_y,total_float_y,total_int1_y,total_int2_y,total_int3_y
508,08ed9b05e5de9947c3bc9ff7244158a677b2b697f68793b8720b27220fb93344,이미영,경상북도 의왕시 가락거리,10022,(유) 김한송,고객 상담 및 모니터 요원,043-487-1305,sanghungang@yuhanhoesa.com,lgim,192.168.28.36,4843362683296337748,2010-02-06,63,8.949171387224,96533,804,4704,508,이미영,경상북도 의왕시 가락거리,10022,(유) 김한송,고객 상담 및 모니터 요원,043-487-1305,sanghungang@yuhanhoesa.com,lgim,192.168.28.36,4843362683296337748,2010-02-06,63,8.949171387224,96533,804,4704
509,7abf31260727242db9f4848b226f781184d6a21a71637a9a99dba35a54eb9296,이정호,서울특별시 도봉구 역삼길,65508,이강박,오락시설 서비스원,02-5942-1078,gwangsugim@dreamwiz.com,junhyeogi,172.24.143.116,38988264576671,2004-04-24,38,7.77,801065,439,5968,509,이정호,서울특별시 도봉구 역삼길,65508,이강박,오락시설 서비스원,02-5942-1078,gwangsugim@dreamwiz.com,junhyeogi,172.24.143.116,38988264576671,2004-04-24,38,7.77,801065,439,5968
510,ebdfc541c02326d236a067fbf98149490a699c91e4146b836a558e7fd8e977ba,성은서,경기도 성남시 분당구 압구정851길 (준호배장리),12617,박김,주차 관리원 및 안내원,011-122-2939,hanseojun@yuhanhoesa.com,sgang,192.168.132.227,6569081418250825,2015-10-05,77,2.680783,87519,393,6433,510,성은서,경기도 성남시 분당구 압구정851길 (준호배장리),12617,박김,주차 관리원 및 안내원,011-122-2939,hanseojun@yuhanhoesa.com,sgang,192.168.132.227,6569081418250825,2015-10-05,77,2.680783,87519,393,6433
511,9561b2383a55cc7882790a76b9ddfa2069d3729e78850caa96280a33a24c3fc5,김예진,제주특별자치도 용인시 봉은사길,16344,유한회사 박,건설 및 광업기계 설치 및 정비원,018-711-3414,sanghyeonan@ibaggim.kr,gimyeongmi,192.168.95.103,676244765001,1987-06-14,3,4.846782709701,879987,790,2702,511,김예진,제주특별자치도 용인시 봉은사길,16344,유한회사 박,건설 및 광업기계 설치 및 정비원,018-711-3414,sanghyeonan@ibaggim.kr,gimyeongmi,192.168.95.103,676244765001,1987-06-14,3,4.846782709701,879987,790,2702
512,2f062863e8d7ae4448c94a56100ccb2cca3dd5e986ad10999d513c9df7b2c1e4,양중수,전라북도 영동군 잠실16거리 (지민최김리),48298,이김,통신서비스판매원,02-6100-3819,jeongsuni@gmail.com,sunog79,10.47.16.31,6011525542536032,1998-01-27,98,6.7314392948,435071,933,8326,512,양중수,전라북도 영동군 잠실16거리 (지민최김리),48298,이김,통신서비스판매원,02-6100-3819,jeongsuni@gmail.com,sunog79,10.47.16.31,6011525542536032,1998-01-27,98,6.7314392948,435071,933,8326
513,192e2513e8cbfca37da9c479d782c774a521bee9a80990ead9499f9908bba811,최정숙,부산광역시 영등포구 역삼250로,39997,김안,조사 전문가,019-707-4397,gangyeongceol@hotmail.com,yeonghwan53,172.25.37.171,3596017086018759,1988-02-13,32,1.5938796838,522909,429,4528,513,최정숙,부산광역시 영등포구 역삼250로,39997,김안,조사 전문가,019-707-4397,gangyeongceol@hotmail.com,yeonghwan53,172.25.37.171,3596017086018759,1988-02-13,32,1.5938796838,522909,429,4528
514,32089d1c6d460b4642d107070a40b56df01d5ce956d0f6e2830bb501610a744b,한승현,경기도 정선군 테헤란가,18088,박이,기타 비금속제품관련 생산기 조작원,032-232-6433,gyeongjabag@yu.net,sgim,172.27.115.48,4183349820185437788,1990-11-08,79,7.2,228577,324,3751,514,한승현,경기도 정선군 테헤란가,18088,박이,기타 비금속제품관련 생산기 조작원,032-232-6433,gyeongjabag@yu.net,sgim,172.27.115.48,4183349820185437788,1990-11-08,79,7.2,228577,324,3751
515,a61ca7729ecb4c69629d80ebeab5e3907b7c9ccf522ba62b18deded6bf1cac42,송정숙,세종특별자치시 도봉구 테헤란길,89786,(유) 이,기타 채굴 및 토목 관련 종사자,053-476-9207,eunseogim@dreamwiz.com,ggim,172.26.45.128,6011182620920314,1982-06-12,48,2.55,683867,175,9718,515,송정숙,세종특별자치시 도봉구 테헤란길,89786,(유) 이,기타 채굴 및 토목 관련 종사자,053-476-9207,eunseogim@dreamwiz.com,ggim,172.26.45.128,6011182620920314,1982-06-12,48,2.55,683867,175,9718
516,5900738f32694e6851f73e23a425ef95443945d19082151db717b4f6dcab2560,정옥자,강원도 성남시 수정구 서초대9로 (병철류동),80678,안서,직업 운동선수,061-893-3877,juyeongsig@hanmail.net,qsong,192.168.8.128,587528439314,2007-10-18,68,6.278,645057,512,8947,516,정옥자,강원도 성남시 수정구 서초대9로 (병철류동),80678,안서,직업 운동선수,061-893-3877,juyeongsig@hanmail.net,qsong,192.168.8.128,587528439314,2007-10-18,68,6.278,645057,512,8947
517,4ac312f0c8903ca1a2634ec935af10f61e1b566873d45ae64f28cb1ecf6faaf6,고정수,세종특별자치시 동대문구 강남대777가,13283,한최,전기/전자 부품 및 제품 조립원,044-533-2975,mijeong55@ju.com,bagsunog,10.72.192.195,6507870730857563,1976-02-17,4,6.3627,605563,501,8679,517,고정수,세종특별자치시 동대문구 강남대777가,13283,한최,전기/전자 부품 및 제품 조립원,044-533-2975,mijeong55@ju.com,bagsunog,10.72.192.195,6507870730857563,1976-02-17,4,6.3627,605563,501,8679
518,872f3244bb020283ee525375e978e0e44c1592b20ba99f9fbf2eadd58806d7d3,손민준,인천광역시 성북구 논현거리,35326,권이양,청소원,053-808-8539,seoyungim@naver.com,jeongsuno,172.27.246.178,3573235467802917,2020-04-28,90,6.51979737,349260,639,4470,518,손민준,인천광역시 성북구 논현거리,35326,권이양,청소원,053-808-8539,seoyungim@naver.com,jeongsuno,172.27.246.178,3573235467802917,2020-04-28,90,6.51979737,349260,639,4470
519,8154cafdd514a4d05e025f9ac47baabd396050564d3f2253d41925b8b50442c8,김현우,부산광역시 영등포구 서초대0길,45137,주식회사 서,기타 스포츠 및 레크레이션 관련 전문가,070-2765-3144,hongjeonghyi@dreamwiz.com,miyeong25,192.168.125.2,3544900966113167,1997-05-25,77,7.61266327873,428952,412,3015,519,김현우,부산광역시 영등포구 서초대0길,45137,주식회사 서,기타 스포츠 및 레크레이션 관련 전문가,070-2765-3144,hongjeonghyi@dreamwiz.com,miyeong25,192.168.125.2,3544900966113167,1997-05-25,77,7.61266327873,428952,412,3015
520,6c23bec9937ce9a05c0a093767eb8e0b0e0cc72872fe82db5e4b86abda5dd9b7,윤명숙,대전광역시 영등포구 양재천거리,66709,(유) 강이이,법률관련 사무원,011-046-2842,jaehogim@jusighoesa.com,sugja61,172.27.247.138,4815714178875,2005-11-26,79,3.164645893,410306,482,483,520,윤명숙,대전광역시 영등포구 양재천거리,66709,(유) 강이이,법률관련 사무원,011-046-2842,jaehogim@jusighoesa.com,sugja61,172.27.247.138,4815714178875,2005-11-26,79,3.164645893,410306,482,483
521,463f02df334042e21e3088c7743d9a2a4a350187f1c4600e1e947ea69b5aed95,이광수,제주특별자치도 음성군 잠실297거리 (은서오마을),4705,(유) 이이황,무인 경비원,032-311-3461,yeongmi12@gimgim.org,gweonjeonghun,10.69.183.109,3588203652212238,1980-07-10,39,8.48046322801,123037,184,5698,521,이광수,제주특별자치도 음성군 잠실297거리 (은서오마을),4705,(유) 이이황,무인 경비원,032-311-3461,yeongmi12@gimgim.org,gweonjeonghun,10.69.183.109,3588203652212238,1980-07-10,39,8.48046322801,123037,184,5698
522,640925b32151d33235d5b02fa9b71f10dfdd063dd207498d7d12de334621fc0c,박영희,세종특별자치시 노원구 반포대9가,12170,김이,제화원,032-249-8515,xi@gimbaegim.kr,ngim,10.254.209.65,4152385507590,1996-12-31,43,5.79974973,763726,502,7690,522,박영희,세종특별자치시 노원구 반포대9가,12170,김이,제화원,032-249-8515,xi@gimbaegim.kr,ngim,10.254.209.65,4152385507590,1996-12-31,43,5.79974973,763726,502,7690
523,2300adc05b46de76a8d23cb8993e6e45472c352903162d4d77ae7a327b1c70d2,민예지,제주특별자치도 수원시 장안구 테헤란9거리,67194,(주) 엄이이,가스/에너지 기술자 및 연구원,042-971-8802,xgang@gimgimgim.net,oi,192.168.35.195,6549660007570852,1976-03-14,73,3.59092232259,381830,956,5125,523,민예지,제주특별자치도 수원시 장안구 테헤란9거리,67194,(주) 엄이이,가스/에너지 기술자 및 연구원,042-971-8802,xgang@gimgimgim.net,oi,192.168.35.195,6549660007570852,1976-03-14,73,3.59092232259,381830,956,5125
524,b56337fa72de0fddb00e685050accd3f147db24c90924ab6eac231079f6a4b06,최지훈,대전광역시 남구 석촌호수324로 (선영강면),48393,유한회사 백,상/하수도 처리장치 조작원,042-287-7130,ui@gmail.com,caeweon56,172.27.89.173,2720183325309671,2005-02-19,95,4.470424992602,836426,329,5231,524,최지훈,대전광역시 남구 석촌호수324로 (선영강면),48393,유한회사 백,상/하수도 처리장치 조작원,042-287-7130,ui@gmail.com,caeweon56,172.27.89.173,2720183325309671,2005-02-19,95,4.470424992602,836426,329,5231
525,7b4fff975780a1f23f53a2f13338825261a6ade4b2082b86059d6456ad0ed494,김은서,제주특별자치도 철원군 개포7가 (윤서김이동),80763,주식회사 손,숙박/여행/오락 및 스포츠 관련 관리자,016-907-7326,seonghoseo@daum.net,jihungim,10.33.118.84,4375344949011283,1988-11-30,95,6.959,707543,137,4642,525,김은서,제주특별자치도 철원군 개포7가 (윤서김이동),80763,주식회사 손,숙박/여행/오락 및 스포츠 관련 관리자,016-907-7326,seonghoseo@daum.net,jihungim,10.33.118.84,4375344949011283,1988-11-30,95,6.959,707543,137,4642
526,34d1479367b7c6ad1c9262503b49f56093737365ece68fab1d9080de8a9aef36,최지민,강원도 용인시 수지구 반포대0길 (수민서리),50131,권김,사회복지관련 관리자,062-190-9973,sanghun89@yu.kr,gimdoyun,192.168.172.167,676223980902,1988-04-01,9,6.276,151128,114,6748,526,최지민,강원도 용인시 수지구 반포대0길 (수민서리),50131,권김,사회복지관련 관리자,062-190-9973,sanghun89@yu.kr,gimdoyun,192.168.172.167,676223980902,1988-04-01,9,6.276,151128,114,6748
527,c6a68b290bb3699c8d40d2c235db1fce8ad3a85368c6ff2371e4ec64c9535139,이진호,광주광역시 남구 선릉가 (우진류면),25961,이문박,가수 및 성악가,043-207-3947,yeongsug12@jusong.com,yeongceolhan,192.168.2.173,4618807246956571,2001-01-23,78,6.33243546068,788811,886,7837,527,이진호,광주광역시 남구 선릉가 (우진류면),25961,이문박,가수 및 성악가,043-207-3947,yeongsug12@jusong.com,yeongceolhan,192.168.2.173,4618807246956571,2001-01-23,78,6.33243546068,788811,886,7837
528,14e76aa125b738f926f1a281269c9c50bb5dbafc5dad83678e8c95b39d634ca4,윤지은,전라북도 서산시 반포대가,3374,주식회사 김,기타 사회복지관련 종사원,044-184-9694,gimseohyeon@daum.net,geonu19,10.172.44.105,30548826770036,1991-09-30,57,7.11209,260994,553,2600,528,윤지은,전라북도 서산시 반포대가,3374,주식회사 김,기타 사회복지관련 종사원,044-184-9694,gimseohyeon@daum.net,geonu19,10.172.44.105,30548826770036,1991-09-30,57,7.11209,260994,553,2600
529,9dbaa1fcc15781ad99701f0b09ba37460f018907de33abe8f4a4b37879161ef7,김정웅,충청남도 부천시 서초중앙로 (영일김면),29193,(주) 박,패션 디자이너,062-123-0364,gwangsu64@naver.com,jungsugim,10.231.157.20,4300135981504161315,2016-05-16,35,7.4885579,960229,306,9291,529,김정웅,충청남도 부천시 서초중앙로 (영일김면),29193,(주) 박,패션 디자이너,062-123-0364,gwangsu64@naver.com,jungsugim,10.231.157.20,4300135981504161315,2016-05-16,35,7.4885579,960229,306,9291
530,beb5bdf06246c85fc20df18fb753fc5ef369c6e1704c0ae828522e5780f555f6,장미영,서울특별시 은평구 삼성07길,66217,(유) 장류김,원예작물 재배원,032-906-6724,miyeonggim@gmail.com,mijeong60,172.17.149.134,2720387260735648,2014-07-19,88,2.9406923,792571,394,2966,530,장미영,서울특별시 은평구 삼성07길,66217,(유) 장류김,원예작물 재배원,032-906-6724,miyeonggim@gmail.com,mijeong60,172.17.149.134,2720387260735648,2014-07-19,88,2.9406923,792571,394,2966
531,849c79385484a47de6854e96f3c32c71fbf72f8dccde6e64daabcdca74d3a30a,송영길,강원도 수원시 권선구 논현가,36994,문김김,건설 및 광업 단순 종사원,011-790-0597,lan@nate.com,co,10.215.192.255,2269554628101832,1976-02-07,70,4.3383664462,813563,467,4959,531,송영길,강원도 수원시 권선구 논현가,36994,문김김,건설 및 광업 단순 종사원,011-790-0597,lan@nate.com,co,10.215.192.255,2269554628101832,1976-02-07,70,4.3383664462,813563,467,4959
532,bbaebc507289764bccf2b8423fab7984af8738a1c0e2796f98a9581695e93007,김경자,대전광역시 광진구 학동가,483,주식회사 김,보험 심사원 및 사무원,010-4552-4327,hyejingim@hotmail.com,yeonggil28,192.168.114.17,38631824541989,1982-03-05,45,4.2527863558751,361973,514,1984,532,김경자,대전광역시 광진구 학동가,483,주식회사 김,보험 심사원 및 사무원,010-4552-4327,hyejingim@hotmail.com,yeonggil28,192.168.114.17,38631824541989,1982-03-05,45,4.2527863558751,361973,514,1984
533,4bfacc1b5a4cd6c844b0de6f8fe74a46cdcef15fa3196573afa10ebe56e259c5,이현우,인천광역시 동대문구 백제고분592길,14394,김이황,검표원,019-193-1525,dgim@naver.com,jijeongsig,192.168.49.115,6011306827875100,2017-11-09,86,2.74,500453,250,3092,533,이현우,인천광역시 동대문구 백제고분592길,14394,김이황,검표원,019-193-1525,dgim@naver.com,jijeongsig,192.168.49.115,6011306827875100,2017-11-09,86,2.74,500453,250,3092
534,5a758e186cb1608089fe183c4e4c017a7e994a049ae3477bcc4a49548db70cc8,엄지훈,강원도 속초시 도산대8가,77025,곽최김,항공기 정비원,055-312-1316,vbag@live.com,jeongho16,10.158.63.57,3572311498376204,2010-04-27,52,3.492,623251,758,7218,534,엄지훈,강원도 속초시 도산대8가,77025,곽최김,항공기 정비원,055-312-1316,vbag@live.com,jeongho16,10.158.63.57,3572311498376204,2010-04-27,52,3.492,623251,758,7218
535,43882f728f240b9d88fdbfaf05f82b49c0f0f04ea63d5e8a1f6a5bccd7deb996,송하윤,강원도 음성군 테헤란868가,62575,주식회사 박,농림어업관련 단순 종사원,017-114-7421,omun@naver.com,gweonyeeun,10.164.2.232,675979022216,2009-04-29,32,2.282,212935,100,8901,535,송하윤,강원도 음성군 테헤란868가,62575,주식회사 박,농림어업관련 단순 종사원,017-114-7421,omun@naver.com,gweonyeeun,10.164.2.232,675979022216,2009-04-29,32,2.282,212935,100,8901
536,0a8a697725f882048f76ce39eb13d09acf526e660e51c41d73b60037c0bbee10,김지원,충청남도 포천시 학동길,82747,김허,육아 도우미,044-621-7537,hancaeweon@daum.net,seongmino,172.28.51.121,348339762388984,1987-06-25,74,3.383764105348,630772,103,4244,536,김지원,충청남도 포천시 학동길,82747,김허,육아 도우미,044-621-7537,hancaeweon@daum.net,seongmino,172.28.51.121,348339762388984,1987-06-25,74,3.383764105348,630772,103,4244
537,03c4ed1dbada7cbb580cb99e7aced48a65def872462e8c71dc3d1edae30bc2eb,이도현,전라북도 안양시 만안구 석촌호수로,79918,(주) 김서조,조명기사 및 영사기사,032-954-4266,pgim@gmail.com,hwangsunja,10.149.209.63,503826965728,2020-05-31,53,6.7663674,827093,29,1878,537,이도현,전라북도 안양시 만안구 석촌호수로,79918,(주) 김서조,조명기사 및 영사기사,032-954-4266,pgim@gmail.com,hwangsunja,10.149.209.63,503826965728,2020-05-31,53,6.7663674,827093,29,1878
538,3ee4838f1b930234c76f858abdf6c50d30ed0b256101c11c34bc144c09bd8fbf,김정희,대구광역시 중구 강남대가,41546,(유) 한,상품 대여원,061-177-3130,junseoju@igimheo.kr,bagseoyeong,172.20.141.159,349909066282510,2000-05-09,8,2.20303644,871401,373,3932,538,김정희,대구광역시 중구 강남대가,41546,(유) 한,상품 대여원,061-177-3130,junseoju@igimheo.kr,bagseoyeong,172.20.141.159,349909066282510,2000-05-09,8,2.20303644,871401,373,3932
539,af084150aa906451481d7d3f403a488596f9c0429cf8cd7b113e942586761a5e,김민서,전라북도 화천군 삼성거리,39399,주식회사 박,사진인화 및 현상기 조작원,061-195-2112,miyeong33@live.com,misugbag,192.168.171.163,6511589695220476,2003-11-16,24,7.13524662,541868,718,7119,539,김민서,전라북도 화천군 삼성거리,39399,주식회사 박,사진인화 및 현상기 조작원,061-195-2112,miyeong33@live.com,misugbag,192.168.171.163,6511589695220476,2003-11-16,24,7.13524662,541868,718,7119
540,d33554b718bfb686350951751b94e7dfa22d65c3e0f39f1b7655014fcdc0e146,박순자,경상남도 천안시 서북구 반포대거리 (정자김면),91134,김한,패션 디자이너,018-571-5823,ryucunja@yuhanhoesa.com,jinu45,10.46.181.255,6562825371927655,1980-04-11,11,1.358842924093,674158,342,1137,540,박순자,경상남도 천안시 서북구 반포대거리 (정자김면),91134,김한,패션 디자이너,018-571-5823,ryucunja@yuhanhoesa.com,jinu45,10.46.181.255,6562825371927655,1980-04-11,11,1.358842924093,674158,342,1137
541,08d9081cd5586113944b53bad65f771454a3427dc05a8c5a05ab5db5433da585,하영순,부산광역시 성북구 언주4길,49085,주식회사 김,오락시설 서비스원,018-695-9117,misug97@yu.com,gomiyeong,10.240.14.44,4474722917047,1999-01-30,66,3.99135,284948,942,2567,541,하영순,부산광역시 성북구 언주4길,49085,주식회사 김,오락시설 서비스원,018-695-9117,misug97@yu.com,gomiyeong,10.240.14.44,4474722917047,1999-01-30,66,3.99135,284948,942,2567
542,8aaf52c8fee08c8f6232ace7cc31fa0146328e8b2e3703a325d24f924b03b886,정서윤,경상북도 성남시 중원구 테헤란524로 (성수배강마을),59875,최박,매표원 및 복권 판매원,055-008-7041,qbaeg@gimbagbae.net,yejisong,192.168.142.49,4086919908198534,2006-01-31,20,6.59953431791,210111,348,2818,542,정서윤,경상북도 성남시 중원구 테헤란524로 (성수배강마을),59875,최박,매표원 및 복권 판매원,055-008-7041,qbaeg@gimbagbae.net,yejisong,192.168.142.49,4086919908198534,2006-01-31,20,6.59953431791,210111,348,2818
543,88ca4d284d5b86a6e944130de457525122ead3ca2693eff215a105f6512f97b0,양은경,대전광역시 관악구 역삼로,90978,유한회사 심구이,화물열차 차장 및 관련 종사원,033-223-1889,jieun64@gmail.com,junhyeoggim,10.243.108.127,4930197520730327,1988-04-21,67,3.32927,179493,298,3235,543,양은경,대전광역시 관악구 역삼로,90978,유한회사 심구이,화물열차 차장 및 관련 종사원,033-223-1889,jieun64@gmail.com,junhyeoggim,10.243.108.127,4930197520730327,1988-04-21,67,3.32927,179493,298,3235
544,1c7015d42e93c484a719e69b906320f568cf8371268cc22bad930a1dd25ce8e2,김지영,전라남도 안성시 개포040가,42465,하홍곽,고객 상담 및 모니터 요원,055-585-6751,seongsu45@muni.com,gyeongsu45,172.18.111.96,4956632267562,2015-11-01,13,7.55915096022347,919153,743,8282,544,김지영,전라남도 안성시 개포040가,42465,하홍곽,고객 상담 및 모니터 요원,055-585-6751,seongsu45@muni.com,gyeongsu45,172.18.111.96,4956632267562,2015-11-01,13,7.55915096022347,919153,743,8282
545,b29b98af089d261e7b7dc3de0aa41cf8781e32aae2510cdd8e2521e691654369,이현지,경기도 고양시 덕양구 도산대거리,82765,(유) 안김홍,아나운서 및 리포터,064-782-9275,yeonggil40@hotmail.com,yejun70,192.168.246.7,180093346222372,2002-07-04,96,4.6504556319719,285889,889,5706,545,이현지,경기도 고양시 덕양구 도산대거리,82765,(유) 안김홍,아나운서 및 리포터,064-782-9275,yeonggil40@hotmail.com,yejun70,192.168.246.7,180093346222372,2002-07-04,96,4.6504556319719,285889,889,5706
546,592129b6f1215a80ef9a06c65148d1e124afe2b5c172b0d792d75c1877400eee,손도현,충청북도 청주시 상당구 양재천로,183,주식회사 최,가사 도우미,044-352-3064,jaeho74@gimna.kr,gwangsu68,172.28.242.224,213141598015910,1999-02-18,30,6.11,687087,533,8316,546,손도현,충청북도 청주시 상당구 양재천로,183,주식회사 최,가사 도우미,044-352-3064,jaeho74@gimna.kr,gwangsu68,172.28.242.224,213141598015910,1999-02-18,30,6.11,687087,533,8316
547,d6ae61780c38aec6660be47fd59a5f7647ca0ab342b17fd59b8890a62858476b,김예지,세종특별자치시 서구 개포7가,26009,강서윤,운송관련 관리자,053-860-3673,yeongsujo@nate.com,hanujin,10.12.102.67,4283097935934,1996-08-17,91,5.81375807,592438,679,2613,547,김예지,세종특별자치시 서구 개포7가,26009,강서윤,운송관련 관리자,053-860-3673,yeongsujo@nate.com,hanujin,10.12.102.67,4283097935934,1996-08-17,91,5.81375807,592438,679,2613
548,daa3fb34bfa5c8e72a28bb8f871893caae446e82762e82ab698915c2e92f8c9e,박은주,경상남도 홍천군 강남대길 (현지김이리),83343,유한회사 이,냉동/냉장 /공조기 설치 및 정비원,02-5909-1504,gimjunyeong@dreamwiz.com,minjigim,10.0.200.243,3562187915832769,1989-06-22,78,3.1218125187859,691049,536,2352,548,박은주,경상남도 홍천군 강남대길 (현지김이리),83343,유한회사 이,냉동/냉장 /공조기 설치 및 정비원,02-5909-1504,gimjunyeong@dreamwiz.com,minjigim,10.0.200.243,3562187915832769,1989-06-22,78,3.1218125187859,691049,536,2352
549,4b6d84816cec7188430bbbf0215008cab724b531c2a805e779587f0e4f60efa3,이하윤,세종특별자치시 금천구 가락4가,56463,이이,냉/난방 관련 설비 조작원,017-745-0745,nhong@hotmail.com,minseoi,10.220.200.65,342364992362761,2012-11-21,3,3.61286712232,98924,103,2712,549,이하윤,세종특별자치시 금천구 가락4가,56463,이이,냉/난방 관련 설비 조작원,017-745-0745,nhong@hotmail.com,minseoi,10.220.200.65,342364992362761,2012-11-21,3,3.61286712232,98924,103,2712
550,5471371102d1a16bdc6bf5731ac26f1182e8483e7dabea2e5483fbc2d59720e0,한옥순,충청북도 청주시 상당구 양재천거리,7786,유한회사 김김최,응용 소프트웨어 개발자,070-9208-1355,myeongjagwag@hotmail.com,yeonggili,10.190.83.57,3551026254276969,2002-05-04,18,2.15,783520,657,5851,550,한옥순,충청북도 청주시 상당구 양재천거리,7786,유한회사 김김최,응용 소프트웨어 개발자,070-9208-1355,myeongjagwag@hotmail.com,yeonggili,10.190.83.57,3551026254276969,2002-05-04,18,2.15,783520,657,5851
551,18a8d97f316eb82ba133d8a8f938eeca7d0eb1e0843c1b365dfeb5602a2b1e62,구승현,전라남도 광명시 석촌호수7길,6981,유한회사 고김문,기타 기술영업 및 중개 관련 종사자,02-0959-1846,donghyeon30@gimi.org,ji,10.142.40.6,6550791633985184,1993-03-06,43,1.65513056863,509771,933,6570,551,구승현,전라남도 광명시 석촌호수7길,6981,유한회사 고김문,기타 기술영업 및 중개 관련 종사자,02-0959-1846,donghyeon30@gimi.org,ji,10.142.40.6,6550791633985184,1993-03-06,43,1.65513056863,509771,933,6570
552,e98c4a0f9c7eec485e5882209bd93cd322e7d96952bef67e8fe25a63b58c12da,이민석,인천광역시 관악구 오금65거리,31749,유한회사 김,영업 및 판매 관련 관리자,070-5265-0932,yejungim@gimgweonsim.net,cbag,10.177.29.12,6011514717484624,1975-06-26,6,5.92843369146292,661844,875,8740,552,이민석,인천광역시 관악구 오금65거리,31749,유한회사 김,영업 및 판매 관련 관리자,070-5265-0932,yejungim@gimgweonsim.net,cbag,10.177.29.12,6011514717484624,1975-06-26,6,5.92843369146292,661844,875,8740
553,f37aa69a26288d780f07832bf380d2e3d00002b4546682cac74c6e25d198ccfb,김경희,충청북도 오산시 삼성길 (서준이이면),55025,(주) 최,조경원,051-763-6808,coeyeonghwan@mini.org,seoyunjo,172.20.161.23,3596450738608463,1971-11-13,16,6.1302592168191,140619,583,939,553,김경희,충청북도 오산시 삼성길 (서준이이면),55025,(주) 최,조경원,051-763-6808,coeyeonghwan@mini.org,seoyunjo,172.20.161.23,3596450738608463,1971-11-13,16,6.1302592168191,140619,583,939
554,edc53c86482647f176abe2089eb89793d9202f37956c276f177049a24029f699,이영식,전라남도 예산군 도산대66로 (진우김박마을),32790,하이양,금속가공관련 제어장치 조작원,011-852-5320,gyeongsu49@hanmail.net,hanminji,10.94.29.224,3547484467350328,1978-02-14,51,2.727129757,545471,648,1848,554,이영식,전라남도 예산군 도산대66로 (진우김박마을),32790,하이양,금속가공관련 제어장치 조작원,011-852-5320,gyeongsu49@hanmail.net,hanminji,10.94.29.224,3547484467350328,1978-02-14,51,2.727129757,545471,648,1848
555,a34e1cc0c8b2b42bcbec122223f654b23e0de095bbe0b499816cf0d23746aaac,임정남,충청남도 강릉시 개포거리,76124,윤배최,의회의원/고위공무원 및 공공단체임원,042-169-1749,ybag@naver.com,jgim,192.168.167.7,4950095316882929,1975-08-08,30,8.41,827158,683,4011,555,임정남,충청남도 강릉시 개포거리,76124,윤배최,의회의원/고위공무원 및 공공단체임원,042-169-1749,ybag@naver.com,jgim,192.168.167.7,4950095316882929,1975-08-08,30,8.41,827158,683,4011
556,7e13a675563e8bb9b57fc44e4639f9d24ed4a54203f985887628a8490248d775,김영수,강원도 횡성군 서초중앙91거리 (명숙강조면),30311,윤김박,시민 단체 활동가,019-033-0669,gimhyeonju@yu.net,gyeonghyian,192.168.56.22,2287560650902961,1987-03-16,37,2.1172504197058,516398,624,429,556,김영수,강원도 횡성군 서초중앙91거리 (명숙강조면),30311,윤김박,시민 단체 활동가,019-033-0669,gimhyeonju@yu.net,gyeonghyian,192.168.56.22,2287560650902961,1987-03-16,37,2.1172504197058,516398,624,429
557,538a92621ddf64b98768f97c90330e05ab8b72d2e7b80fe0b40c84a5fd30059b,양지현,충청북도 부천시 오정구 석촌호수거리,77370,박김윤,조림/영림 및 벌목원,053-124-7503,gimseoyeong@ju.org,ti,192.168.163.72,3507879201107272,2010-04-23,91,3.944048673112,276675,810,8304,557,양지현,충청북도 부천시 오정구 석촌호수거리,77370,박김윤,조림/영림 및 벌목원,053-124-7503,gimseoyeong@ju.org,ti,192.168.163.72,3507879201107272,2010-04-23,91,3.944048673112,276675,810,8304
558,a827061a33b9f15da1bca74e0f840859021ee0e4f49a15098dd8621aa102198d,장예은,부산광역시 북구 삼성58길,85327,(유) 박김김,연구 관리자,011-541-4872,bagjihye@ju.com,minjijang,10.92.37.12,370283874452752,2015-11-06,44,3.3952796374155,611493,229,8762,558,장예은,부산광역시 북구 삼성58길,85327,(유) 박김김,연구 관리자,011-541-4872,bagjihye@ju.com,minjijang,10.92.37.12,370283874452752,2015-11-06,44,3.3952796374155,611493,229,8762
559,a513c3b93f0755a6c0bf265081ffe708d12a9114b6cee1df0a3bdc1f0010974e,백영미,광주광역시 영등포구 역삼가,59589,박이장,농업용 및 기타 기계장비 설치 및 정비원,044-445-1187,hyejino@ju.kr,gimujin,172.30.108.140,213155650703767,1984-12-16,9,4.33863876834535,552156,323,8824,559,백영미,광주광역시 영등포구 역삼가,59589,박이장,농업용 및 기타 기계장비 설치 및 정비원,044-445-1187,hyejino@ju.kr,gimujin,172.30.108.140,213155650703767,1984-12-16,9,4.33863876834535,552156,323,8824
