IDX,name,address,postcode,company,job,phone_number,email,user_name,ip_address,credit_card_number,date,total_int,total_float,total_int1,total_int2,total_int3
477,김현우,세종특별자치시 성동구 백제고분59로 (혜진류박마을),49718,이김박,양식 주방장 및 조리사,061-739-6740,baegminjae@nate.com,sunja11,172.31.250.140,4937289464917534793,1988-10-29,46,3.351290475,478270,369,8016
478,김서준,광주광역시 종로구 오금로,65343,김한,화물차 및 특수차 운전원,052-387-3321,abag@dreamwiz.com,jeonghobag,192.168.134.210,213136640958794,2021-05-27,1,1.8,185953,808,6909
479,이영순,인천광역시 구로구 삼성69거리 (경숙지면),01534,김김,콘크리트공,061-542-2383,munhyeonji@yungwaggang.kr,xyang,192.168.247.232,4330799291657309719,1997-01-06,37,8.197,282179,85,5472
480,오예은,대전광역시 도봉구 역삼로,43438,(유) 김김이,채소 및 특용작물 재배원,031-793-9102,hwanggwangsu@gojang.org,myeongsugi,10.4.13.92,2259799678966848,2010-04-13,47,6.68391946302719,205611,143,5080
481,김민지,인천광역시 강동구 영동대8길 (도현홍김리),07608,(주) 이,위관급,052-487-6381,jeongungi@baeoi.com,hyeonjugim,192.168.217.240,4889081186505887,2012-09-21,93,1.1,894483,41,7207
482,문수빈,세종특별자치시 도봉구 학동거리 (지원이김마을),35253,주식회사 장이강,육류/어패류 및 낙농품 가공 기계조작원,010-2903-0579,jihyeono@seogim.net,dohyeoni,172.18.184.2,4408065353196,2017-10-02,25,2.15516712,1296,19,6332
483,이현우,서울특별시 은평구 서초대가 (중수김박마을),39204,김김성,웹 및 멀티미디어 디자이너,032-022-7770,gimyeongjin@daum.net,gyeongsug52,172.16.129.73,4304059385016556,2008-03-27,74,1.995596,311525,204,7391
484,오정남,제주특별자치도 이천시 역삼1로,28615,주식회사 정허김,오락시설 서비스원,055-492-9154,ocoe@hanmail.net,gangjeongho,10.137.138.94,3568379837104849,2011-10-26,33,6.85758588196522,179862,974,831
485,전선영,울산광역시 금천구 개포가 (진호서이읍),77856,(유) 김,방문 판매원,042-637-5253,bbag@ju.com,baghyeonju,172.30.217.98,3524911986215720,1970-01-11,24,8.1691472189751,419738,447,6948
486,백상철,경기도 천안시 동남구 강남대길,18954,유한회사 윤황최,경리 사무원,010-2481-7093,seonghyeon24@bagju.kr,seonghunji,172.22.169.162,6011070298750404,1978-08-25,20,4.9477,303320,510,9185
487,장은경,부산광역시 관악구 오금084거리 (은주백오리),02016,김임,병무행정 사무원,02-6597-7810,jihye26@nate.com,cgu,10.132.60.206,4244841147614,1983-02-12,49,2.21817,940128,372,7878
488,남영숙,전라남도 안성시 테헤란983로 (순옥김마을),48982,안김이,기타 운송장비 정비원,011-586-9933,seunghyeon94@gimsongwag.kr,yi,192.168.186.38,3532837813577091,2002-04-02,17,1.542078,28621,282,5488
489,김시우,서울특별시 송파구 삼성347로,08042,류이,전산 자료 입력원 및 사무 보조원,064-758-4809,boram24@yu.com,gominseog,172.27.104.252,4256437432988700755,1988-09-02,49,7.17954581106243,857852,202,5199
490,우윤서,대전광역시 중구 도산대6길 (정식서리),12007,심김,기타 의료/복지 관련 서비스 종사원,053-495-9784,li@yu.com,hayungim,172.20.32.131,6011754357394309,1989-01-09,41,1.6,986655,37,3820
491,윤정남,울산광역시 구로구 도산대거리 (상호황김리),81694,이김,법률/경찰/소방 및 교도 관리자,055-045-3368,wi@jusighoesa.com,ogim,10.178.151.124,4670378239178,2007-08-15,13,7.93438682,106526,796,9782
492,이준영,강원도 용인시 수지구 논현가 (경희하박마을),33770,김장,가수 및 성악가,063-892-8354,gimjunhyeog@jusighoesa.kr,dsin,10.128.233.123,3518278449320978,2008-10-22,48,7.76831929,273689,642,5643
493,오민지,강원도 계룡시 서초대05로,43423,(유) 김,용접원,010-2901-4800,yeonghwancoe@naver.com,sonyeonggil,192.168.246.175,3578661474709438,1996-11-13,5,2.224,769044,533,413
494,고혜진,울산광역시 노원구 도산대155가,96159,심윤김,기타 의복 제조원,052-113-0291,pi@jusighoesa.com,ngim,172.29.136.29,501832883000,2015-08-08,92,6.540688006342,14750,32,1381
495,고서윤,세종특별자치시 동구 도산대로 (재호윤읍),88337,김정,기타 여가 및 스포츠 관련 종사원,031-364-9516,yeji59@ryubagnam.kr,sanghyeonbag,10.91.151.66,213109067665515,2013-02-08,68,5.64720013575,525492,446,2491
496,이경희,서울특별시 양천구 영동대74로 (정호박홍마을),35117,김김,산업전공,011-043-2401,sumin26@coehagim.com,eunseogim,172.26.149.176,4753177726282046,1975-05-06,69,2.136316856136,442663,422,7701
497,오상훈,서울특별시 남구 서초중앙19길 (성민김홍동),99117,김민,식품 및 담배 등급원,054-073-9593,bagyeongil@gmail.com,hyejin97,10.82.231.95,4797305593177,1982-04-21,28,2.83,353892,696,6995
498,남순옥,광주광역시 구로구 강남대거리 (성현이이마을),37112,(유) 박조김,재단사,070-5538-9664,kna@gmail.com,gimseoyun,192.168.109.142,4311450076247094099,2017-05-26,90,7.5182,796725,929,2094
499,심은지,충청북도 성남시 중원구 오금643로 (미숙이김마을),40113,심이,식품공학 기술자 및 연구원,018-323-8759,gimjeongsug@yu.com,yeongsigi,10.202.237.112,38246781082198,1973-03-19,20,1.55120853,522632,970,5327
500,이미숙,인천광역시 은평구 선릉거리 (지원김면),91640,김박황,안마사,032-040-2349,hji@jusighoesa.org,hyeonsuggu,192.168.170.8,180008668779460,2021-07-17,99,5.710348686,424344,358,4580
501,장준영,부산광역시 중랑구 영동대377거리,33983,유한회사 임,금속가공 기계조작원,017-411-0194,obaeg@janggimbag.net,minji62,172.19.242.91,6011207877847868,2006-01-21,90,8.2857135794428,607810,529,2019
502,성현정,전라북도 포천시 테헤란81로 (선영송김동),69663,김배,정부행정 관리자,063-513-9133,jeongsu99@gimgimgim.com,ugim,192.168.62.161,2377553531563855,1997-04-28,68,4.194894,64945,175,1815
503,김은지,경상북도 천안시 동남구 반포대98가,19648,나최김,변호사,011-063-3194,tgim@jusighoesa.kr,sangceol94,192.168.21.70,6011535789010435,1984-04-26,22,6.608,906406,951,7703
504,이영식,경기도 과천시 가락로,05138,(유) 김김박,냉/난방 관련 설비 조작원,019-869-2792,seonyeongi@ju.kr,wju,10.139.171.138,4650497264959662,1970-04-12,22,7.808671069,515182,753,1037
505,엄정자,인천광역시 북구 논현거리,54691,(주) 최,방수공,031-496-5367,yeongceol74@dreamwiz.com,abag,172.20.133.31,4822723699329962,1996-01-08,78,3.1591021887,703207,587,6119
506,박영일,대전광역시 성북구 서초중앙길 (건우김리),01891,유한회사 최,위생사,064-709-5972,subinyun@gimbaeyang.kr,iminjae,172.26.74.211,3524493000489078,2015-04-12,64,6.843461,866141,175,9516
507,서승현,광주광역시 종로구 압구정47길 (영환이읍),47997,황박,회계사,052-165-3592,baggwangsu@hanmail.net,bbag,10.61.102.128,6011794772266567,2009-02-27,42,2.4666752,577512,56,2061
508,이미영,경상북도 의왕시 가락거리,10022,(유) 김한송,고객 상담 및 모니터 요원,043-487-1305,sanghungang@yuhanhoesa.com,lgim,192.168.28.36,4843362683296337748,2010-02-06,63,8.949171387224,96533,804,4704
509,이정호,서울특별시 도봉구 역삼길,65508,이강박,오락시설 서비스원,02-5942-1078,gwangsugim@dreamwiz.com,junhyeogi,172.24.143.116,38988264576671,2004-04-24,38,7.77,801065,439,5968
510,성은서,경기도 성남시 분당구 압구정851길 (준호배장리),12617,박김,주차 관리원 및 안내원,011-122-2939,hanseojun@yuhanhoesa.com,sgang,192.168.132.227,6569081418250825,2015-10-05,77,2.680783,87519,393,6433
511,김예진,제주특별자치도 용인시 봉은사길,16344,유한회사 박,건설 및 광업기계 설치 및 정비원,018-711-3414,sanghyeonan@ibaggim.kr,gimyeongmi,192.168.95.103,676244765001,1987-06-14,3,4.846782709701,879987,790,2702
512,양중수,전라북도 영동군 잠실16거리 (지민최김리),48298,이김,통신서비스판매원,02-6100-3819,jeongsuni@gmail.com,sunog79,10.47.16.31,6011525542536032,1998-01-27,98,6.7314392948,435071,933,8326
513,최정숙,부산광역시 영등포구 역삼250로,39997,김안,조사 전문가,019-707-4397,gangyeongceol@hotmail.com,yeonghwan53,172.25.37.171,3596017086018759,1988-02-13,32,1.5938796838,522909,429,4528
514,한승현,경기도 정선군 테헤란가,18088,박이,기타 비금속제품관련 생산기 조작원,032-232-6433,gyeongjabag@yu.net,sgim,172.27.115.48,4183349820185437788,1990-11-08,79,7.2,228577,324,3751
515,송정숙,세종특별자치시 도봉구 테헤란길,89786,(유) 이,기타 채굴 및 토목 관련 종사자,053-476-9207,eunseogim@dreamwiz.com,ggim,172.26.45.128,6011182620920314,1982-06-12,48,2.55,683867,175,9718
516,정옥자,강원도 성남시 수정구 서초대9로 (병철류동),80678,안서,직업 운동선수,061-893-3877,juyeongsig@hanmail.net,qsong,192.168.8.128,587528439314,2007-10-18,68,6.278,645057,512,8947
517,고정수,세종특별자치시 동대문구 강남대777가,13283,한최,전기/전자 부품 및 제품 조립원,044-533-2975,mijeong55@ju.com,bagsunog,10.72.192.195,6507870730857563,1976-02-17,4,6.3627,605563,501,8679
518,손민준,인천광역시 성북구 논현거리,35326,권이양,청소원,053-808-8539,seoyungim@naver.com,jeongsuno,172.27.246.178,3573235467802917,2020-04-28,90,6.51979737,349260,639,4470
519,김현우,부산광역시 영등포구 서초대0길,45137,주식회사 서,기타 스포츠 및 레크레이션 관련 전문가,070-2765-3144,hongjeonghyi@dreamwiz.com,miyeong25,192.168.125.2,3544900966113167,1997-05-25,77,7.61266327873,428952,412,3015
520,윤명숙,대전광역시 영등포구 양재천거리,66709,(유) 강이이,법률관련 사무원,011-046-2842,jaehogim@jusighoesa.com,sugja61,172.27.247.138,4815714178875,2005-11-26,79,3.164645893,410306,482,483
521,이광수,제주특별자치도 음성군 잠실297거리 (은서오마을),04705,(유) 이이황,무인 경비원,032-311-3461,yeongmi12@gimgim.org,gweonjeonghun,10.69.183.109,3588203652212238,1980-07-10,39,8.48046322801,123037,184,5698
522,박영희,세종특별자치시 노원구 반포대9가,12170,김이,제화원,032-249-8515,xi@gimbaegim.kr,ngim,10.254.209.65,4152385507590,1996-12-31,43,5.79974973,763726,502,7690
523,민예지,제주특별자치도 수원시 장안구 테헤란9거리,67194,(주) 엄이이,가스/에너지 기술자 및 연구원,042-971-8802,xgang@gimgimgim.net,oi,192.168.35.195,6549660007570852,1976-03-14,73,3.59092232259,381830,956,5125
524,최지훈,대전광역시 남구 석촌호수324로 (선영강면),48393,유한회사 백,상/하수도 처리장치 조작원,042-287-7130,ui@gmail.com,caeweon56,172.27.89.173,2720183325309671,2005-02-19,95,4.470424992602,836426,329,5231
525,김은서,제주특별자치도 철원군 개포7가 (윤서김이동),80763,주식회사 손,숙박/여행/오락 및 스포츠 관련 관리자,016-907-7326,seonghoseo@daum.net,jihungim,10.33.118.84,4375344949011283,1988-11-30,95,6.959,707543,137,4642
526,최지민,강원도 용인시 수지구 반포대0길 (수민서리),50131,권김,사회복지관련 관리자,062-190-9973,sanghun89@yu.kr,gimdoyun,192.168.172.167,676223980902,1988-04-01,9,6.276,151128,114,6748
527,이진호,광주광역시 남구 선릉가 (우진류면),25961,이문박,가수 및 성악가,043-207-3947,yeongsug12@jusong.com,yeongceolhan,192.168.2.173,4618807246956571,2001-01-23,78,6.33243546068,788811,886,7837
528,윤지은,전라북도 서산시 반포대가,03374,주식회사 김,기타 사회복지관련 종사원,044-184-9694,gimseohyeon@daum.net,geonu19,10.172.44.105,30548826770036,1991-09-30,57,7.11209,260994,553,2600
529,김정웅,충청남도 부천시 서초중앙로 (영일김면),29193,(주) 박,패션 디자이너,062-123-0364,gwangsu64@naver.com,jungsugim,10.231.157.20,4300135981504161315,2016-05-16,35,7.4885579,960229,306,9291
530,장미영,서울특별시 은평구 삼성07길,66217,(유) 장류김,원예작물 재배원,032-906-6724,miyeonggim@gmail.com,mijeong60,172.17.149.134,2720387260735648,2014-07-19,88,2.9406923,792571,394,2966
531,송영길,강원도 수원시 권선구 논현가,36994,문김김,건설 및 광업 단순 종사원,011-790-0597,lan@nate.com,co,10.215.192.255,2269554628101832,1976-02-07,70,4.3383664462,813563,467,4959
532,김경자,대전광역시 광진구 학동가,00483,주식회사 김,보험 심사원 및 사무원,010-4552-4327,hyejingim@hotmail.com,yeonggil28,192.168.114.17,38631824541989,1982-03-05,45,4.2527863558751,361973,514,1984
533,이현우,인천광역시 동대문구 백제고분592길,14394,김이황,검표원,019-193-1525,dgim@naver.com,jijeongsig,192.168.49.115,6011306827875100,2017-11-09,86,2.74,500453,250,3092
534,엄지훈,강원도 속초시 도산대8가,77025,곽최김,항공기 정비원,055-312-1316,vbag@live.com,jeongho16,10.158.63.57,3572311498376204,2010-04-27,52,3.492,623251,758,7218
535,송하윤,강원도 음성군 테헤란868가,62575,주식회사 박,농림어업관련 단순 종사원,017-114-7421,omun@naver.com,gweonyeeun,10.164.2.232,675979022216,2009-04-29,32,2.282,212935,100,8901
536,김지원,충청남도 포천시 학동길,82747,김허,육아 도우미,044-621-7537,hancaeweon@daum.net,seongmino,172.28.51.121,348339762388984,1987-06-25,74,3.383764105348,630772,103,4244
537,이도현,전라북도 안양시 만안구 석촌호수로,79918,(주) 김서조,조명기사 및 영사기사,032-954-4266,pgim@gmail.com,hwangsunja,10.149.209.63,503826965728,2020-05-31,53,6.7663674,827093,29,1878
538,김정희,대구광역시 중구 강남대가,41546,(유) 한,상품 대여원,061-177-3130,junseoju@igimheo.kr,bagseoyeong,172.20.141.159,349909066282510,2000-05-09,8,2.20303644,871401,373,3932
539,김민서,전라북도 화천군 삼성거리,39399,주식회사 박,사진인화 및 현상기 조작원,061-195-2112,miyeong33@live.com,misugbag,192.168.171.163,6511589695220476,2003-11-16,24,7.13524662,541868,718,7119
540,박순자,경상남도 천안시 서북구 반포대거리 (정자김면),91134,김한,패션 디자이너,018-571-5823,ryucunja@yuhanhoesa.com,jinu45,10.46.181.255,6562825371927655,1980-04-11,11,1.358842924093,674158,342,1137
541,하영순,부산광역시 성북구 언주4길,49085,주식회사 김,오락시설 서비스원,018-695-9117,misug97@yu.com,gomiyeong,10.240.14.44,4474722917047,1999-01-30,66,3.99135,284948,942,2567
542,정서윤,경상북도 성남시 중원구 테헤란524로 (성수배강마을),59875,최박,매표원 및 복권 판매원,055-008-7041,qbaeg@gimbagbae.net,yejisong,192.168.142.49,4086919908198534,2006-01-31,20,6.59953431791,210111,348,2818
543,양은경,대전광역시 관악구 역삼로,90978,유한회사 심구이,화물열차 차장 및 관련 종사원,033-223-1889,jieun64@gmail.com,junhyeoggim,10.243.108.127,4930197520730327,1988-04-21,67,3.32927,179493,298,3235
544,김지영,전라남도 안성시 개포040가,42465,하홍곽,고객 상담 및 모니터 요원,055-585-6751,seongsu45@muni.com,gyeongsu45,172.18.111.96,4956632267562,2015-11-01,13,7.55915096022347,919153,743,8282
545,이현지,경기도 고양시 덕양구 도산대거리,82765,(유) 안김홍,아나운서 및 리포터,064-782-9275,yeonggil40@hotmail.com,yejun70,192.168.246.7,180093346222372,2002-07-04,96,4.6504556319719,285889,889,5706
546,손도현,충청북도 청주시 상당구 양재천로,00183,주식회사 최,가사 도우미,044-352-3064,jaeho74@gimna.kr,gwangsu68,172.28.242.224,213141598015910,1999-02-18,30,6.11,687087,533,8316
547,김예지,세종특별자치시 서구 개포7가,26009,강서윤,운송관련 관리자,053-860-3673,yeongsujo@nate.com,hanujin,10.12.102.67,4283097935934,1996-08-17,91,5.81375807,592438,679,2613
548,박은주,경상남도 홍천군 강남대길 (현지김이리),83343,유한회사 이,냉동/냉장 /공조기 설치 및 정비원,02-5909-1504,gimjunyeong@dreamwiz.com,minjigim,10.0.200.243,3562187915832769,1989-06-22,78,3.1218125187859,691049,536,2352
549,이하윤,세종특별자치시 금천구 가락4가,56463,이이,냉/난방 관련 설비 조작원,017-745-0745,nhong@hotmail.com,minseoi,10.220.200.65,342364992362761,2012-11-21,3,3.61286712232,98924,103,2712
550,한옥순,충청북도 청주시 상당구 양재천거리,07786,유한회사 김김최,응용 소프트웨어 개발자,070-9208-1355,myeongjagwag@hotmail.com,yeonggili,10.190.83.57,3551026254276969,2002-05-04,18,2.15,783520,657,5851
551,구승현,전라남도 광명시 석촌호수7길,06981,유한회사 고김문,기타 기술영업 및 중개 관련 종사자,02-0959-1846,donghyeon30@gimi.org,ji,10.142.40.6,6550791633985184,1993-03-06,43,1.65513056863,509771,933,6570
552,이민석,인천광역시 관악구 오금65거리,31749,유한회사 김,영업 및 판매 관련 관리자,070-5265-0932,yejungim@gimgweonsim.net,cbag,10.177.29.12,6011514717484624,1975-06-26,6,5.92843369146292,661844,875,8740
553,김경희,충청북도 오산시 삼성길 (서준이이면),55025,(주) 최,조경원,051-763-6808,coeyeonghwan@mini.org,seoyunjo,172.20.161.23,3596450738608463,1971-11-13,16,6.1302592168191,140619,583,939
554,이영식,전라남도 예산군 도산대66로 (진우김박마을),32790,하이양,금속가공관련 제어장치 조작원,011-852-5320,gyeongsu49@hanmail.net,hanminji,10.94.29.224,3547484467350328,1978-02-14,51,2.727129757,545471,648,1848
555,임정남,충청남도 강릉시 개포거리,76124,윤배최,의회의원/고위공무원 및 공공단체임원,042-169-1749,ybag@naver.com,jgim,192.168.167.7,4950095316882929,1975-08-08,30,8.41,827158,683,4011
556,김영수,강원도 횡성군 서초중앙91거리 (명숙강조면),30311,윤김박,시민 단체 활동가,019-033-0669,gimhyeonju@yu.net,gyeonghyian,192.168.56.22,2287560650902961,1987-03-16,37,2.1172504197058,516398,624,429
557,양지현,충청북도 부천시 오정구 석촌호수거리,77370,박김윤,조림/영림 및 벌목원,053-124-7503,gimseoyeong@ju.org,ti,192.168.163.72,3507879201107272,2010-04-23,91,3.944048673112,276675,810,8304
558,장예은,부산광역시 북구 삼성58길,85327,(유) 박김김,연구 관리자,011-541-4872,bagjihye@ju.com,minjijang,10.92.37.12,370283874452752,2015-11-06,44,3.3952796374155,611493,229,8762
559,백영미,광주광역시 영등포구 역삼가,59589,박이장,농업용 및 기타 기계장비 설치 및 정비원,044-445-1187,hyejino@ju.kr,gimujin,172.30.108.140,213155650703767,1984-12-16,9,4.33863876834535,552156,323,8824
560,최동현,충청북도 김포시 잠실로 (광수이동),97158,주식회사 김,학습지 및 방문 교사,053-253-0291,dgim@dreamwiz.com,hanyeongceol,10.21.29.167,346076973817870,1978-02-22,25,2.339394103,84763,602,6166
561,박상철,인천광역시 관악구 서초중앙2길,25346,김최,기타 섬유 및 가죽 관련 기능 종사원,070-4977-1332,baghayun@joyango.kr,jihyeon03,192.168.196.81,4954613789585047,1987-01-25,9,5.584,493991,181,5955
562,송성민,서울특별시 중구 영동대9거리 (서영김김읍),87430,이김김,기타 문리/기술 및 예능 강사,064-763-8745,hanseongho@jusighoesa.kr,ogjago,10.31.189.243,213166782108387,1996-05-20,69,1.6871588439,317759,966,1153
563,이재현,경기도 화성시 백제고분거리 (수진심리),97381,(주) 윤이구,화학물 가공장치 조작원,064-774-8830,gyeongsugcoe@daum.net,hanjunseo,10.135.189.1,4371856158804508,1983-03-14,68,5.486815,348688,166,9792
564,이건우,광주광역시 종로구 강남대길 (정호손서면),21286,최최김,건설 및 광업기계 설치 및 정비원,044-350-6197,gimeunji@ijangsin.kr,eunjii,172.17.154.136,5456018211214432,1984-09-18,71,2.64396861471,505973,568,2755
565,김도윤,울산광역시 종로구 삼성길 (동현이박동),80186,주식회사 김,판금원,054-897-1963,haeunbag@ibaegi.com,yejigang,192.168.178.64,2241672196455308,2008-07-25,3,1.1,95502,734,1489
566,이상철,대전광역시 중랑구 양재천955가,72879,이박이,우편물 집배원,061-605-6483,seonghunhwang@hanmail.net,jihucoe,10.128.95.22,38259514823036,2014-05-20,58,2.375579,544380,762,7099
567,황미정,대구광역시 서대문구 백제고분거리,70598,최황,기타 서비스관련 단순 종사원,02-8227-9710,seonghyeon14@gmail.com,mcoe,172.26.120.249,2397145751290495,1976-07-22,51,1.79853575616,533041,348,625
568,박명숙,부산광역시 성북구 역삼1거리 (광수이구읍),88856,유한회사 김이황,비서,044-721-6407,agim@ju.org,gimjia,192.168.207.5,3539439307126072,1970-03-26,61,3.89,351779,716,4882
569,이현주,충청남도 시흥시 가락거리,63014,이안최,시각 디자이너,063-985-4239,areumgim@hotmail.com,anseongmin,172.29.119.67,3507148544107385,1983-06-13,2,7.3295964,796985,54,4753
570,김지영,전라북도 당진시 선릉96가,34662,김박김,환경 미화원 및 재활용품 수거원,032-891-5184,jeongja13@hotmail.com,qbag,172.29.126.103,36002491052076,2021-04-26,70,1.395161,963269,372,8902
571,이준서,인천광역시 동작구 서초대276길,06976,이최,장례 상담원 및 장례 지도사,044-092-8477,iyeonghwan@live.com,ryuyeonghyi,172.30.41.196,5131337718901769,1991-09-12,22,6.2,102995,91,6020
572,배수민,서울특별시 구로구 양재천거리,69177,유한회사 이양김,전산 자료 입력원 및 사무 보조원,033-031-2027,sjang@naver.com,jeonghungim,10.54.116.112,180055349686911,2005-08-05,89,1.88810438212,543307,728,1210
573,이성호,전라남도 용인시 처인구 개포89거리 (지영장이면),75916,이김,철로 설치 및 보수원,062-378-3058,ocoe@yuhanhoesa.kr,gimeunji,172.18.193.227,30120539879155,1982-01-16,56,2.9116,771451,201,1087
574,최하윤,서울특별시 양천구 언주024가,71741,손윤류,소년보호관 및 교도관,02-6403-2080,gimmyeongsug@daum.net,jinu24,10.97.206.88,379032516980907,2010-08-21,37,6.3784,627312,487,4338
575,홍영일,경기도 연천군 도산대로,43026,유한회사 김박장,귀금속 및 보석 세공원,061-360-0503,xi@yu.kr,seongjin89,10.94.57.215,372296644979597,1991-06-01,44,1.15,602351,55,2481
576,정서영,충청남도 포천시 석촌호수길,82390,김이황,목제품 제조관련 종사원,010-8423-5321,gimmisug@hotmail.com,honghyejin,10.99.228.184,30378787912934,1982-11-13,30,3.7696122790574,158551,576,7146
577,권성호,인천광역시 동작구 도산대90거리,62014,(유) 이손신,토목공학 기술자,032-846-1174,egweon@baggang.kr,munjia,172.30.42.210,4084678969029259,1991-05-21,50,7.346,424894,14,449
578,김예준,광주광역시 종로구 백제고분3거리,68067,(주) 김박최,목제품 제조관련 종사원,02-0765-3959,gimjeongsu@daum.net,sanghun10,192.168.52.64,577078743025,2004-10-27,53,4.372379229,773197,524,321
579,박정희,경기도 여주시 오금길 (현우곽읍),31234,노심남,선박 및 열차 객실승무원,041-993-8749,jgang@live.com,songgyeongsu,192.168.19.1,4460822442859551,2003-11-21,74,1.674288902,939770,303,8404
580,최영진,전라남도 부천시 원미구 논현4거리,20709,유한회사 송,인쇄기 조작원,032-977-3786,di@ijangi.kr,fgim,10.99.164.163,36449063387465,1972-11-26,57,6.9,524347,39,237
581,김수진,경상북도 옥천군 선릉1가,41171,(주) 이류오,방수공,02-6278-7079,seonghogim@live.com,baehyeonju,192.168.202.10,4708677656550535954,1973-05-20,21,8.818080745,800218,268,2068
582,고영진,제주특별자치도 충주시 개포가 (승현이노마을),28084,양이강,상담 전문가 및 청소년 지도사,061-621-1665,tryu@live.com,igim,10.184.22.144,4443748167981544382,1998-10-15,76,5.66488,220553,47,3053
583,최중수,울산광역시 구로구 언주로,42280,(주) 유안임,임상병리사,052-981-9088,oi@hotmail.com,yeongsugu,172.26.209.153,4093726443562699,1974-08-26,8,1.644,394008,910,7917
584,박영호,울산광역시 남구 선릉거리,71726,(주) 박김장,홍보 도우미 및 판촉원,044-058-3575,vbaeg@jusighoesa.com,kgang,192.168.170.131,213184932195394,2004-10-09,15,8.8039,73408,863,7384
585,오지연,경기도 양평군 학동가,42325,황주,상품 대여원,061-068-2184,jeonghogang@igimim.kr,coejinu,10.180.81.157,503803525289,1978-01-27,41,2.778,309381,929,5831
586,나예은,경상북도 용인시 기흥구 오금로,71604,최김안,바텐더,062-176-7553,junho23@seogim.kr,ojang,172.18.103.105,30524442063684,2019-10-27,99,8.221875790344,80200,910,4601
587,이은주,부산광역시 은평구 개포066거리,39952,윤이,화물열차 차장 및 관련 종사원,070-9050-0108,simareum@gmail.com,yeongsigbag,10.30.90.35,5413940384439888,1985-10-03,36,8.1267308,424495,975,2194
588,신하은,서울특별시 도봉구 압구정길 (정순박리),14131,유한회사 한,출납창구 사무원,031-028-0746,seonghyeongim@nate.com,yeeun65,172.29.223.225,4814851359420217,2013-05-28,34,6.304279,539918,124,9052
589,이지현,대구광역시 북구 역삼989로,14957,(주) 오,주차 관리원 및 안내원,044-287-4881,gimyeonggil@gimijeong.com,hyeonjeong89,10.203.59.137,4527850699810097194,2009-09-05,94,1.69,75472,63,3612
590,김성훈,경상남도 원주시 잠실로,35400,황김,성직자,017-372-9188,ihayun@nate.com,hyejin36,192.168.168.161,4394719825114078,1971-05-26,93,8.5152750686,480522,940,1673
591,오민재,전라남도 예산군 봉은사거리,63854,주식회사 김,장학관/연구관 및 교육 관련 전문가,041-564-7842,ri@ju.kr,jaeho70,10.22.15.147,4406627655423608545,1992-02-15,13,3.61662258353,397639,278,8169
592,이민지,경상북도 청양군 테헤란60거리,61201,(주) 김,음료 제조관련 기계 조작원,064-757-9698,ogsunhwang@icoehong.kr,caeweon67,10.17.139.152,4619775013282239317,2003-05-05,18,8.9185,223408,913,6996
593,이명자,인천광역시 구로구 잠실로 (정훈이노면),84931,(유) 김,생명과학 연구원,041-859-1262,seoyeon12@jusighoesa.net,yi,192.168.176.32,566234964385,1977-06-20,62,7.3900090902,495996,793,2060
594,강은경,인천광역시 성동구 삼성거리,92909,이배류,교육 관리자,044-605-3538,minsu55@ju.com,iseonghun,172.30.104.170,4299192316462578,1995-10-10,35,8.408106003,501248,394,7429
595,이상호,광주광역시 관악구 학동가 (옥순안리),37879,(주) 황,사진인화 및 현상기 조작원,070-9018-8424,hwangseonghun@daum.net,qi,172.18.12.34,3572624554735505,2018-08-17,25,1.69707796,332712,574,5145
596,박영숙,경상북도 양양군 서초중앙로 (성현정마을),78564,이곽이,건축 도장공,042-854-9271,myeongjagim@daum.net,hayuni,192.168.71.21,4777265693014674,1978-02-16,68,8.54511399417,432153,511,5534
597,백아름,경상북도 태백시 압구정로 (정수송동),11644,(유) 김,배우 및 모델,011-777-0248,ohan@jusighoesa.com,pbag,10.170.184.167,3513683988256761,2018-03-22,34,7.153831,815402,175,7132
598,김지민,광주광역시 종로구 오금거리 (예지이허리),94842,주식회사 심손오,사회복지관련 관리자,043-115-4665,gimjihye@gmail.com,gimeunseo,172.30.120.105,4021538903168488,1983-03-17,27,2.36557969,84301,715,3143
599,김동현,광주광역시 중랑구 압구정로 (재현이면),91432,윤박,정부행정 관리자,010-0465-0935,igim@ju.com,sonseonghun,192.168.235.150,3517921455043296,2005-08-09,2,5.36465034912505,497853,90,7210
600,류보람,부산광역시 동구 테헤란60길,27530,(주) 김,보험 및 금융 관리자,063-566-9833,dohyeon60@gimii.com,minseoggim,10.227.10.152,676168178751,2002-02-18,94,3.31836603,637196,419,6976
601,하정순,울산광역시 마포구 영동대거리,16676,유이박,계기 검침원 및 가스점검원,070-4741-9204,sugja53@daum.net,mi,172.19.241.254,3522429234190019,2018-04-13,24,3.5842181345507,678365,741,4072
602,김재호,경기도 수원시 장안구 압구정500거리 (영일장이마을),75831,(주) 박김박,작가 및 관련 전문가,032-359-8847,simyejin@gmail.com,myeongja28,172.30.59.102,6011986289274510,1996-10-05,14,7.4423103364,639245,460,4282
603,김영희,서울특별시 중랑구 강남대로,39108,안최김,용접원,043-585-9773,jongsu10@igim.kr,bagminsu,10.167.106.45,3596602151250245,1982-02-25,81,2.2203412841,5254,377,6070
604,김영자,울산광역시 서초구 테헤란2길 (서준이박읍),20788,유한회사 허송구,기타 연극/영화 및 영상 관련 종사자,055-803-8704,cunjabag@jusighoesa.com,ngim,192.168.143.163,3514007363486729,1988-03-29,9,5.864,976335,248,2379
